Solver,Time,epsilon,Standard Deviation
moead,0.40930826666666664,0.046881757333333336,0.013437794600721783
moead,0.5891450533333333,0.044333892,0.013068407294603795
moead,0.83629878,0.042536126,0.0128175739113195
moead,1.17809646,0.040476705333333335,0.012679983749067491
moead,1.6539077933333333,0.038613925333333333,0.01204447781434128
moead,2.3126451333333335,0.03671486533333333,0.011527403030590308
moead,3.2308535333333332,0.03446472133333334,0.011234626163095427
moead,4.506803266666667,0.03220083533333333,0.010669040190070228
moead,6.2810418,0.0296932218,0.010214881618651183
moead,8.746190733333334,0.027270147,0.009780360908760768
moead,12.1729588,0.024535188933333334,0.009116764351208858
moead,16.938788666666667,0.021911355066666666,0.008624385031134765
moead,23.569478,0.0192126448,0.008265221115240074
moead,32.79688266666667,0.016200241733333332,0.006998743141314563
moead,45.636902,0.013313740333333334,0.005918130469707452
moead,63.511158,0.011294919133333333,0.005255031729379741
moead,88.40115333333334,0.0098244234,0.005014971336963708
moead,123.06651666666667,0.008896285133333333,0.005084272924759112
moead,171.36241333333334,0.008398379,0.0050339779916852515
moead,238.66344666666666,0.008045181333333333,0.004990066325718462
moead,332.4710866666667,0.0077484736,0.004933803957519655
moead,463.25830666666667,0.007496106466666667,0.004880697064901396
moead,645.6482266666667,0.0072551448,0.0047765549529004145
moead,900.0164066666666,0.007049491866666667,0.004721166381468308
mhaco,0.0179862566,0.060548665333333335,0.01823521999529418
mhaco,0.05014100133333333,0.058207674,0.01738762271731789
mhaco,0.081197112,0.056584597333333334,0.01681646199911396
mhaco,0.13919471133333333,0.05476356466666667,0.01626498120342195
mhaco,0.20933384866666666,0.051129223333333335,0.015105370688956765
mhaco,0.3062879926666667,0.047462854666666665,0.014702467224311637
mhaco,0.4402247733333333,0.04488389066666667,0.013658461856173872
mhaco,0.6264478133333333,0.041513291333333334,0.012469883063266275
mhaco,0.88478992,0.03874985466666667,0.0122458757896327
mhaco,1.2431642666666667,0.036166978,0.011713984726405115
mhaco,1.7385533133333333,0.033847888,0.011299857958873975
mhaco,2.4239844066666665,0.03171259666666667,0.010799142361301348
mhaco,3.3744930666666666,0.029750850666666665,0.010139025219641667
mhaco,4.6914796,0.028377508666666666,0.010115767099390882
mhaco,6.517577533333333,0.027134408,0.009871234232741805
mhaco,9.048791133333333,0.02590636,0.009481366980627966
mhaco,12.558915466666667,0.024834001333333335,0.009292163484030936
mhaco,17.426687866666665,0.023837476666666666,0.009208881277102047
mhaco,24.183759333333334,0.022906121866666667,0.009179098296720119
mhaco,33.560466,0.0221589458,0.009069108528032024
mhaco,46.578032666666665,0.021510412533333332,0.009019901678943976
mhaco,64.65820666666667,0.0208427858,0.009007386327031106
mhaco,89.77534133333333,0.020336245266666667,0.008909370234469019
mhaco,124.678362,0.019777493266666668,0.008708596874905746
mhaco,173.1995,0.019308577533333333,0.00872885569105237
mhaco,240.67072,0.0187407804,0.008351655705317013
mhaco,334.52505333333335,0.0182639128,0.007963529725084698
mhaco,465.12624666666665,0.0178779716,0.007933463046074073
mhaco,646.9206666666666,0.017481898466666666,0.007602320369943467
mhaco,900.01542,0.0170493682,0.007367088822675984
ihs,0.018436448933333332,0.060548665333333335,0.01823521999529418
ihs,0.028626072733333334,0.060537924666666666,0.01822082925839589
ihs,0.043888652,0.060418563333333335,0.018279902113154188
ihs,0.06545279866666667,0.06015197333333333,0.018161674714757263
ihs,0.09659798533333333,0.059743658,0.018282656121274093
ihs,0.141401044,0.059025586666666664,0.017816667057424716
ihs,0.20555758066666666,0.05841276533333333,0.01783688328662464
ihs,0.29755292,0.057279376,0.017746186346657488
ihs,0.42952198,0.056195756666666666,0.017302697693671338
ihs,0.61902482,0.054321126,0.016608940272149098
ihs,0.8912743533333334,0.052471757333333334,0.015848005358079325
ihs,1.2821814333333332,0.04996190066666667,0.014884061135256508
ihs,1.84357356,0.04772166,0.014561071426915382
ihs,2.650243666666667,0.04514442933333333,0.01359855487224146
ihs,3.8093444666666665,0.04316593666666667,0.013384233657300305
ihs,5.4755091333333334,0.04108634133333333,0.01308753627037883
ihs,7.8710152,0.039352924,0.012706801605231827
ihs,11.3166704,0.037379291333333335,0.012456737793584334
ihs,16.2731992,0.035652936,0.011942684917230814
ihs,23.405416,0.03428625466666667,0.011620982114109571
ihs,33.671138666666664,0.032762564,0.011103474764417868
ihs,48.45204,0.031368252666666666,0.010840395897818298
ihs,69.74006666666666,0.030146709333333334,0.01068675325353429
ihs,100.40926066666667,0.029049862666666666,0.010498816079649247
ihs,144.60698666666667,0.028283208,0.010604202074507187
ihs,208.32088,0.027529682666666666,0.01044257581140203
ihs,300.1987,0.026703025333333335,0.010043814471377959
ihs,432.73204,0.025991308666666667,0.01002592223686794
ihs,623.9726733333333,0.025104378666666666,0.009967727694623922
ihs,900.0039066666667,0.024519119333333332,0.00978542410778506
nsbrkga,0.05267474,0.05724767733333334,0.016399968923592044
nsbrkga,0.1083919,0.054041742,0.014935992519572786
nsbrkga,0.16334898933333333,0.05142284266666667,0.01451073142786366
nsbrkga,0.2713263913333333,0.04669990533333333,0.013524745440271045
nsbrkga,0.3880117066666667,0.04208618866666667,0.012694163872745842
nsbrkga,0.5587201133333334,0.03712508133333333,0.012329349787181917
nsbrkga,0.7838649533333333,0.03241937466666667,0.011612523644588734
nsbrkga,1.0864272933333334,0.02822482,0.011314086252837403
nsbrkga,1.4981131666666667,0.024538302533333334,0.01067655737781966
nsbrkga,2.0519894533333334,0.021513052933333332,0.01020728905635987
nsbrkga,2.7986134,0.018934724266666668,0.009426100968369678
nsbrkga,3.8089478,0.016584100666666667,0.008946088018236188
nsbrkga,5.171673533333333,0.014655670533333333,0.007832043851928087
nsbrkga,7.016848933333334,0.012881591533333334,0.006844415486992261
nsbrkga,9.508800133333333,0.0116214134,0.006091086089432901
nsbrkga,12.875022733333333,0.011036232266666666,0.005914526671736924
nsbrkga,17.4292436,0.0108143532,0.005778636356356674
nsbrkga,23.587617333333334,0.010631964733333334,0.0056401466316694715
nsbrkga,31.921228,0.010552369733333334,0.005631832896419651
nsbrkga,43.19652333333333,0.010417425866666667,0.005612326678613852
nsbrkga,58.45788266666667,0.010273460533333334,0.005557565855514286
nsbrkga,79.120794,0.010177707933333334,0.005546509204145934
nsbrkga,107.115346,0.009885308066666666,0.005376909154420864
nsbrkga,145.04894666666667,0.009462697666666667,0.005139520229876059
nsbrkga,196.4708,0.009112192333333333,0.004802639025260339
nsbrkga,266.20288,0.008692657533333334,0.004589811908918737
nsbrkga,360.80084,0.008187926866666667,0.0042395669955088856
nsbrkga,489.1737533333333,0.0074868422,0.0035365053685984986
nsbrkga,663.44322,0.006766285866666667,0.0031678105178988085
nsbrkga,900.02354,0.005975572,0.0026911470475841346
