solver,mean,std,rank
IHS,0.67322246,0.05368265449527869,6.0
MHACO,0.7397556933333334,0.04739698019887383,4.0
MOEA/D-DE,0.8374168266666666,0.057270544446905026,3.0
NS-BRKGA,0.8429189133333334,0.05183577887686233,2.0
NSGA-II,0.90265052,0.023774663213366257,1.0
NSPSO,0.7368487133333332,0.05441704927282946,5.0
