0,0.0112581,0.104455
1,0.0444886,0.102683
2,0.0730276,0.102404
4,0.128967,0.0945928
6,0.185566,0.0945928
9,0.26967,0.0916602
13,0.382238,0.0916602
19,0.550444,0.0844748
27,0.773814,0.0844748
39,1.10774,0.0787451
55,1.55271,0.0787451
78,2.19266,0.0680749
110,3.08101,0.0680749
154,4.30525,0.0680749
216,6.033,0.0680749
302,8.43483,0.0680749
421,11.7911,0.0665345
589,16.4639,0.0634655
824,22.981,0.0634655
1153,32.101,0.0519545
1609,44.8115,0.0519545
2244,62.5642,0.0519545
3134,87.3151,0.0511068
4380,121.861,0.0507336
6106,170.064,0.0507336
8520,237.35,0.0495012
11890,331.246,0.0476767
16597,462.244,0.0456991
23204,645.018,0.0425385
32387,900.008,0.040562
