0,0.0795032,0.0494872
1,0.158893,0.0476888
2,0.241089,0.044063
4,0.404257,0.041124
7,0.59213,0.0372898
11,0.831839,0.0310063
16,1.13209,0.0245433
23,1.54866,0.0245376
33,2.11353,0.0228802
46,2.83502,0.0159249
64,3.79709,0.0126606
88,5.08661,0.0116085
120,6.80161,0.0113873
162,9.1194,0.0101861
214,12.1923,0.00978447
273,16.3175,0.00977691
350,21.7963,0.00977649
451,29.0674,0.00977644
586,38.7614,0.00977623
792,51.6103,0.00977621
1083,68.7232,0.00977617
1486,91.5052,0.00977443
2022,121.811,0.00976508
2751,162.113,0.00976508
3733,215.748,0.00976502
5082,287.138,0.0097621
6905,382.079,0.00975792
9337,508.423,0.00975247
12555,676.481,0.00824723
16870,900.033,0.00689394
