0,0.0270705,0.728278
1,0.0747604,0.734976
3,0.141312,0.774809
5,0.207439,0.790929
8,0.305623,0.807811
12,0.436645,0.839686
18,0.633914,0.862978
26,0.897532,0.893243
38,1.29922,0.917793
55,1.86681,0.939792
78,2.63608,0.952197
110,3.72084,0.958198
154,5.25243,0.963423
217,7.4137,0.966827
308,10.4703,0.976446
434,14.7803,0.98042
609,20.8376,0.983302
850,29.3959,0.985314
1177,41.4599,0.986186
1616,58.4539,0.987076
2212,82.3858,0.987305
3015,116.089,0.987414
4081,163.565,0.987417
5573,230.43,0.987534
7725,324.591,0.9878
10765,457.231,0.988874
15111,644.097,0.990693
21327,907.305,0.992361
30094,1278,0.99472
42581,1800.01,0.996634
