0,0.061628,0.664815
1,0.123968,0.692866
2,0.185341,0.698285
4,0.309593,0.727517
6,0.434467,0.758709
9,0.619352,0.798413
13,0.872208,0.824126
17,1.20269,0.83986
23,1.70435,0.866541
31,2.33361,0.879796
42,3.18388,0.89371
57,4.35319,0.909833
78,5.90251,0.912057
107,8.00984,0.916013
145,10.7751,0.920399
195,14.5085,0.924435
258,19.556,0.929608
341,26.2836,0.929821
452,35.3475,0.930565
605,47.4917,0.930756
823,63.7535,0.930768
1116,85.5736,0.93111
1494,114.844,0.931451
2028,154.161,0.931455
2762,206.882,0.931456
3756,277.617,0.931462
5088,372.551,0.931468
6894,499.941,0.93147
9296,670.88,0.931532
12551,900.025,0.931606
